1718,114, wlan0_LBS1_NOISE_L, wlan0_LBS2_SIG_Q, wlan0_LBS2_SIG_L, wlan0_LBS2_NOISE_L, wlan0_LBS3_SIG_Q, wlan0_LBS3_SIG_L, wlan0_LBS3_NOISE_L, wlan0_LBS4_SIG_Q, wlan0_LBS4_SIG_L, wlan0_LBS4_NOISE_L, wlan0_NTU@1_SIG_Q, wlan0_NTU@1_SIG_L, wlan0_NTU@1_NOISE_L, wlan0_NTU@2_SIG_Q, wlan0_NTU@2_SIG_L, wlan0_NTU@2_NOISE_L, wlan0_NTU@3_SIG_Q, wlan0_NTU@3_SIG_L, wlan0_NTU@3_NOISE_L, wlan0_NTU@4_SIG_Q, wlan0_NTU@4_SIG_L, wlan0_NTU@4_NOISE_L, wlan0_ntu_peap@1_SIG_Q, wlan0_ntu_peap@1_SIG_L, wlan0_ntu_peap@1_NOISE_L, wlan0_ntu_peap@2_SIG_Q, wlan0_ntu_peap@2_SIG_L, wlan0_ntu_peap@2_NOISE_L, wlan0_ntu_peap@3_SIG_Q, wlan0_ntu_peap@3_SIG_L, wlan0_ntu_peap@3_NOISE_L, wlan0_eduroam@1_SIG_Q, wlan0_eduroam@1_SIG_L, wlan0_eduroam@1_NOISE_L, wlan0_eduroam@2_SIG_Q, wlan0_eduroam@2_SIG_L, wlan0_eduroam@2_NOISE_L, wlan0_eduroam@3_SIG_Q, wlan0_eduroam@3_SIG_L, wlan0_eduroam@3_NOISE_L, wlan0_MD402_1_SIG_Q, wlan0_MD402_1_SIG_L, wlan0_MD402_1_NOISE_L, wlan0_MD402-2_SIG_Q, wlan0_MD402-2_SIG_L, wlan0_MD402-2_NOISE_L, wlan0_NTUMOOC_SIG_Q, wlan0_NTUMOOC_SIG_L, wlan0_NTUMOOC_NOISE_L, wlan0_eslab-Dlink652_SIG_Q, wlan0_eslab-Dlink652_SIG_L, wlan0_eslab-Dlink652_NOISE_L, wlan0_DIRECT-32-HP M377 LaserJet_SIG_Q, wlan0_DIRECT-32-HP M377 LaserJet_SIG_L, wlan0_DIRECT-32-HP M377 LaserJet_NOISE_L, ra0_LBS1_SIG_Q, ra0_LBS1_SIG_L, ra0_LBS1_NOISE_L, ra0_LBS2_SIG_Q, ra0_LBS2_SIG_L, ra0_LBS2_NOISE_L, ra0_LBS3_SIG_Q, ra0_LBS3_SIG_L, ra0_LBS3_NOISE_L, ra0_LBS4_SIG_Q, ra0_LBS4_SIG_L, ra0_LBS4_NOISE_L, ra0_NTU@1_SIG_Q, ra0_NTU@1_SIG_L, ra0_NTU@1_NOISE_L, ra0_NTU@2_SIG_Q, ra0_NTU@2_SIG_L, ra0_NTU@2_NOISE_L, ra0_NTU@3_SIG_Q, ra0_NTU@3_SIG_L, ra0_NTU@3_NOISE_L, ra0_NTU@4_SIG_Q, ra0_NTU@4_SIG_L, ra0_NTU@4_NOISE_L, ra0_ntu_peap@1_SIG_Q, ra0_ntu_peap@1_SIG_L, ra0_ntu_peap@1_NOISE_L, ra0_ntu_peap@2_SIG_Q, ra0_ntu_peap@2_SIG_L, ra0_ntu_peap@2_NOISE_L, ra0_ntu_peap@3_SIG_Q, ra0_ntu_peap@3_SIG_L, ra0_ntu_peap@3_NOISE_L, ra0_eduroam@1_SIG_Q, ra0_eduroam@1_SIG_L, ra0_eduroam@1_NOISE_L, ra0_eduroam@2_SIG_Q, ra0_eduroam@2_SIG_L, ra0_eduroam@2_NOISE_L, ra0_eduroam@3_SIG_Q, ra0_eduroam@3_SIG_L, ra0_eduroam@3_NOISE_L, ra0_MD402_1_SIG_Q, ra0_MD402_1_SIG_L, ra0_MD402_1_NOISE_L, ra0_MD402-2_SIG_Q, ra0_MD402-2_SIG_L, ra0_MD402-2_NOISE_L, ra0_NTUMOOC_SIG_Q, ra0_NTUMOOC_SIG_L, ra0_NTUMOOC_NOISE_L, ra0_eslab-Dlink652_SIG_Q, ra0_eslab-Dlink652_SIG_L, ra0_eslab-Dlink652_NOISE_L, ra0_DIRECT-32-HP M377 LaserJet_SIG_Q, ra0_DIRECT-32-HP M377 LaserJet_SIG_L, ra0_DIRECT-32-HP M377 LaserJet_NOISE_L, Y
56,-54,0,51,-59,0,49,-61,0,52,-58,0,43,-67,0,31,-79,0,31,-79,0,37,-73,0,44,-66,0,32,-78,0,36,-74,0,42,-68,0,41,-69,0,34,-76,0,50,-60,0,51,-59,0,39,-71,0,28,-82,0,34,-76,0,83,-57,-92,94,-53,-92,99,-51,-92,100,-43,-92,20,-82,-77,31,-77,-72,31,-77,-72,70,-62,-92,78,-59,-92,37,-75,-70,76,-60,-92,76,-60,-92,63,-65,-92,39,-74,-69,100,-40,-92,94,-53,-92,73,-61,-92,47,-71,-80,68,-63,-92,69
56,-54,0,49,-61,0,52,-58,0,55,-55,0,43,-67,0,31,-79,0,31,-79,0,34,-76,0,42,-68,0,30,-80,0,37,-73,0,42,-68,0,38,-72,0,28,-82,0,50,-60,0,51,-59,0,33,-77,0,28,-82,0,33,-77,0,83,-57,-92,91,-54,-92,100,-48,-92,100,-43,-92,78,-59,-92,31,-77,-72,34,-76,-71,81,-58,-92,78,-59,-92,29,-78,-73,81,-58,-92,76,-60,-92,83,-57,-92,29,-78,-73,100,-40,-92,100,-44,-92,76,-60,-92,50,-70,-92,68,-63,-92,69
55,-55,0,45,-65,0,50,-60,0,52,-58,0,31,-79,0,31,-79,0,31,-79,0,34,-76,0,41,-69,0,30,-80,0,37,-73,0,29,-81,0,38,-72,0,28,-82,0,47,-63,0,57,-53,0,35,-75,0,33,-77,0,22,-88,0,78,-59,-92,94,-53,-92,100,-47,-92,100,-42,-92,81,-58,-92,31,-77,-72,39,-74,-69,73,-61,-92,81,-58,-92,39,-74,-69,73,-61,-92,73,-61,-92,57,-67,-92,29,-78,-73,100,-40,-92,100,-49,-92,81,-58,-92,52,-69,-92,68,-63,-92,69
61,-49,0,57,-53,0,45,-65,0,52,-58,0,36,-74,0,31,-79,0,31,-79,0,36,-74,0,35,-75,0,30,-80,0,36,-74,0,29,-81,0,38,-72,0,28,-82,0,57,-53,0,58,-52,0,41,-69,0,34,-76,0,28,-82,0,76,-60,-92,100,-49,-92,96,-52,-92,100,-46,-92,78,-59,-92,31,-77,-72,37,-75,-70,76,-60,-92,81,-58,-92,34,-76,-71,78,-59,-92,78,-59,-92,60,-66,-92,37,-75,-70,100,-40,-92,89,-55,-92,78,-59,-92,50,-70,-92,73,-61,-92,69
59,-51,0,57,-53,0,42,-68,0,47,-63,0,43,-67,0,31,-79,0,31,-79,0,41,-69,0,41,-69,0,30,-80,0,42,-68,0,39,-71,0,38,-72,0,29,-81,0,56,-54,0,58,-52,0,41,-69,0,31,-79,0,38,-72,0,78,-59,-92,100,-50,-92,96,-52,-92,100,-47,-92,83,-57,-92,0,0,0,34,-76,-80,76,-60,-92,89,-55,-92,37,-75,-70,78,-59,-92,76,-60,-92,57,-67,-92,34,-76,-71,100,-40,-92,94,-53,-92,73,-61,-92,47,-71,-66,63,-65,-92,69
61,-49,0,54,-56,0,46,-64,0,52,-58,0,40,-70,0,31,-79,0,22,-88,0,39,-71,0,42,-68,0,30,-80,0,39,-71,0,39,-71,0,39,-71,0,29,-81,0,57,-53,0,58,-52,0,42,-68,0,33,-77,0,37,-73,0,81,-58,-92,100,-48,-92,99,-51,-92,100,-47,-92,37,-75,-70,44,-72,-67,34,-76,-71,78,-59,-92,34,-76,-71,44,-72,-67,78,-59,-92,78,-59,-92,52,-69,-92,39,-74,-69,100,-40,-92,94,-53,-92,73,-61,-92,57,-67,-92,65,-64,-92,69
60,-50,0,54,-56,0,49,-61,0,52,-58,0,31,-79,0,31,-79,0,22,-88,0,36,-74,0,31,-79,0,31,-79,0,36,-74,0,33,-77,0,39,-71,0,30,-80,0,57,-53,0,49,-61,0,40,-70,0,33,-77,0,38,-72,0,83,-57,-92,100,-50,-92,100,-50,-92,100,-45,-92,78,-59,-92,23,-81,-76,44,-72,-76,73,-61,-92,81,-58,-92,39,-74,-69,76,-60,-92,76,-60,-92,57,-67,-92,39,-74,-69,100,-41,-92,100,-49,-92,78,-59,-92,50,-70,-92,65,-64,-92,69
60,-50,0,55,-55,0,48,-62,0,51,-59,0,30,-80,0,31,-79,0,22,-88,0,36,-74,0,40,-70,0,31,-79,0,34,-76,0,33,-77,0,39,-71,0,28,-82,0,59,-51,0,55,-55,0,40,-70,0,34,-76,0,32,-78,0,81,-58,-92,100,-49,-92,100,-49,-92,100,-46,-92,39,-74,-69,23,-81,-76,34,-76,-80,73,-61,-92,31,-77,-72,39,-74,-78,76,-60,-92,76,-60,-92,60,-66,-92,37,-75,-79,100,-41,-92,100,-50,-92,86,-56,-92,55,-68,-92,70,-62,-92,69
60,-50,0,54,-56,0,44,-66,0,52,-58,0,33,-77,0,31,-79,0,22,-88,0,31,-79,0,32,-78,0,26,-84,0,36,-74,0,38,-72,0,43,-67,0,31,-79,0,59,-51,0,54,-56,0,41,-69,0,34,-76,0,33,-77,0,83,-57,-92,100,-48,-92,99,-51,-92,100,-46,-92,37,-75,-70,23,-81,-76,42,-73,-68,78,-59,-92,34,-76,-71,31,-77,-72,86,-56,-92,78,-59,-92,52,-69,-92,31,-77,-72,100,-40,-92,100,-49,-92,76,-60,-92,50,-70,-92,70,-62,-92,69
60,-50,0,54,-56,0,47,-63,0,54,-56,0,42,-68,0,31,-79,0,33,-77,0,31,-79,0,42,-68,0,33,-77,0,38,-72,0,38,-72,0,43,-67,0,30,-80,0,59,-51,0,58,-52,0,41,-69,0,36,-74,0,29,-81,0,81,-58,-92,100,-49,-92,99,-51,-92,100,-44,-92,78,-59,-92,23,-81,-76,42,-73,-68,73,-61,-92,81,-58,-92,39,-74,-69,76,-60,-92,76,-60,-92,57,-67,-92,37,-75,-70,100,-40,-92,91,-54,-92,86,-56,-92,52,-69,-92,70,-62,-92,69
61,-49,0,55,-55,0,45,-65,0,51,-59,0,30,-80,0,31,-79,0,29,-81,0,29,-81,0,43,-67,0,29,-81,0,30,-80,0,38,-72,0,45,-65,0,29,-81,0,58,-52,0,49,-61,0,41,-69,0,33,-77,0,30,-80,0,81,-58,-92,100,-50,-92,100,-47,-92,100,-44,-92,50,-70,-92,0,0,0,39,-74,-69,76,-60,-92,39,-74,-69,42,-73,-68,73,-61,-92,78,-59,-92,57,-67,-92,47,-71,-66,100,-40,-92,100,-50,-92,81,-58,-92,57,-67,-92,70,-62,-92,69
58,-52,0,55,-55,0,46,-64,0,52,-58,0,43,-67,0,31,-79,0,29,-81,0,29,-81,0,43,-67,0,30,-80,0,31,-79,0,38,-72,0,37,-73,0,29,-81,0,57,-53,0,54,-56,0,41,-69,0,34,-76,0,30,-80,0,81,-58,-92,100,-50,-92,99,-51,-92,100,-44,-92,78,-59,-92,24,-80,-75,44,-72,-67,73,-61,-92,78,-59,-92,44,-72,-67,73,-61,-92,70,-62,-92,55,-68,-92,44,-72,-67,100,-40,-92,100,-48,-92,81,-58,-92,60,-66,-92,70,-62,-92,69
56,-54,0,53,-57,0,47,-63,0,51,-59,0,30,-80,0,31,-79,0,27,-83,0,35,-75,0,41,-69,0,25,-85,0,39,-71,0,36,-74,0,40,-70,0,29,-81,0,57,-53,0,48,-62,0,36,-74,0,33,-77,0,30,-80,0,81,-58,-92,100,-50,-92,100,-49,-92,100,-43,-92,81,-58,-92,26,-79,-74,42,-73,-68,70,-62,-92,81,-58,-92,42,-73,-68,70,-62,-92,44,-72,-67,55,-68,-92,44,-72,-67,100,-41,-92,100,-46,-92,83,-57,-92,57,-67,-92,68,-63,-92,69
57,-53,0,53,-57,0,49,-61,0,53,-57,0,42,-68,0,31,-79,0,27,-83,0,35,-75,0,42,-68,0,27,-83,0,39,-71,0,37,-73,0,40,-70,0,32,-78,0,57,-53,0,54,-56,0,39,-71,0,30,-80,0,34,-76,0,81,-58,-92,100,-50,-92,100,-50,-92,100,-43,-92,76,-60,-92,26,-79,-74,39,-74,-69,73,-61,-92,78,-59,-92,47,-71,-66,76,-60,-92,76,-60,-92,55,-68,-92,42,-73,-68,100,-40,-92,100,-48,-92,81,-58,-92,52,-69,-92,70,-62,-92,69
58,-52,0,54,-56,0,47,-63,0,53,-57,0,31,-79,0,0,0,0,28,-82,0,41,-69,0,30,-80,0,27,-83,0,40,-70,0,43,-67,0,40,-70,0,32,-78,0,55,-55,0,54,-56,0,40,-70,0,34,-76,0,34,-76,0,89,-55,-92,100,-50,-92,100,-48,-92,83,-57,-92,78,-59,-92,24,-80,-75,44,-72,-76,73,-61,-92,81,-58,-92,44,-72,-76,76,-60,-92,76,-60,-92,52,-69,-92,44,-72,-76,100,-42,-92,100,-48,-92,83,-57,-92,52,-69,-92,68,-63,-92,69
58,-52,0,55,-55,0,49,-61,0,55,-55,0,40,-70,0,0,0,0,24,-86,0,40,-70,0,41,-69,0,26,-84,0,39,-71,0,39,-71,0,38,-72,0,30,-80,0,57,-53,0,53,-57,0,38,-72,0,35,-75,0,32,-78,0,83,-57,-92,100,-49,-92,100,-50,-92,100,-44,-92,78,-59,-92,26,-79,-74,44,-72,-76,76,-60,-92,76,-60,-92,42,-73,-77,73,-61,-92,60,-66,-92,55,-68,-92,42,-73,-77,100,-41,-92,96,-52,-92,78,-59,-92,57,-67,-92,70,-62,-92,69
55,-55,0,40,-70,0,54,-56,0,56,-54,0,40,-70,0,23,-87,0,28,-82,0,38,-72,0,31,-79,0,27,-83,0,38,-72,0,37,-73,0,38,-72,0,30,-80,0,50,-60,0,57,-53,0,38,-72,0,35,-75,0,32,-78,0,83,-57,-92,100,-50,-92,100,-46,-92,100,-42,-92,37,-75,-70,26,-79,-74,44,-72,-67,76,-60,-92,39,-74,-69,44,-72,-67,78,-59,-92,76,-60,-92,55,-68,-92,42,-73,-68,100,-41,-92,100,-40,-92,81,-58,-92,55,-68,-92,70,-62,-92,69
54,-56,0,39,-71,0,53,-57,0,57,-53,0,43,-67,0,23,-87,0,28,-82,0,25,-85,0,44,-66,0,25,-85,0,39,-71,0,39,-71,0,39,-71,0,30,-80,0,50,-60,0,57,-53,0,35,-75,0,32,-78,0,27,-83,0,83,-57,-92,99,-51,-92,100,-46,-92,100,-40,-92,76,-60,-92,26,-79,-74,50,-70,-92,60,-66,-92,76,-60,-92,47,-71,-66,55,-68,-92,76,-60,-92,50,-70,-92,42,-73,-68,100,-43,-92,100,-44,-92,86,-56,-92,52,-69,-92,63,-65,-92,69
54,-56,0,55,-55,0,58,-52,0,48,-62,0,45,-65,0,24,-86,0,0,0,0,31,-79,0,46,-64,0,0,0,0,32,-78,0,33,-77,0,0,0,0,0,0,0,64,-46,0,59,-51,0,44,-66,0,40,-70,0,0,0,0,86,-56,-92,100,-50,-92,100,-46,-92,100,-40,-92,47,-71,-66,39,-74,-69,57,-67,-92,70,-62,-92,44,-72,-67,55,-68,-92,70,-62,-92,50,-70,-92,34,-76,-80,44,-72,-76,100,-46,-92,100,-42,-92,83,-57,-92,57,-67,-92,63,-65,-92,70
51,-59,0,55,-55,0,55,-55,0,40,-70,0,46,-64,0,25,-85,0,0,0,0,47,-63,0,46,-64,0,0,0,0,55,-55,0,49,-61,0,42,-68,0,0,0,0,64,-46,0,59,-51,0,45,-65,0,34,-76,0,32,-78,0,96,-52,-92,100,-43,-92,100,-48,-92,100,-47,-92,52,-69,-92,31,-77,-72,42,-73,-68,63,-65,-92,81,-58,-92,42,-73,-68,68,-63,-92,68,-63,-92,73,-61,-92,37,-75,-70,100,-43,-92,100,-49,-92,91,-54,-92,60,-66,-92,50,-70,-92,70
55,-55,0,56,-54,0,59,-51,0,46,-64,0,44,-66,0,25,-85,0,0,0,0,47,-63,0,46,-64,0,0,0,0,39,-71,0,38,-72,0,42,-68,0,0,0,0,65,-45,0,59,-51,0,36,-74,0,38,-72,0,34,-76,0,73,-61,-92,100,-43,-92,83,-57,-92,100,-47,-92,57,-67,-92,34,-76,-80,47,-71,-66,68,-63,-92,76,-60,-92,44,-72,-67,68,-63,-92,65,-64,-92,68,-63,-92,42,-73,-68,100,-48,-92,100,-45,-92,94,-53,-92,52,-69,-92,57,-67,-92,70
52,-58,0,55,-55,0,63,-47,0,44,-66,0,46,-64,0,25,-85,0,0,0,0,47,-63,0,44,-66,0,37,-73,0,39,-71,0,38,-72,0,42,-68,0,36,-74,0,59,-51,0,59,-51,0,42,-68,0,38,-72,0,35,-75,0,81,-58,-92,100,-46,-92,100,-43,-92,100,-47,-92,76,-60,-92,39,-74,-69,37,-75,-70,78,-59,-92,76,-60,-92,44,-72,-67,76,-60,-92,76,-60,-92,68,-63,-92,52,-69,-92,100,-47,-92,100,-45,-92,91,-54,-92,55,-68,-92,57,-67,-92,70
52,-58,0,52,-58,0,64,-46,0,47,-63,0,47,-63,0,25,-85,0,0,0,0,39,-71,0,45,-65,0,37,-73,0,43,-67,0,42,-68,0,38,-72,0,30,-80,0,64,-46,0,59,-51,0,37,-73,0,37,-73,0,27,-83,0,100,-50,-92,100,-45,-92,100,-47,-92,100,-49,-92,81,-58,-92,31,-77,-72,44,-72,-76,89,-55,-92,50,-70,-92,42,-73,-77,73,-61,-92,73,-61,-92,65,-64,-92,42,-73,-77,100,-50,-92,100,-45,-92,94,-53,-92,68,-63,-92,50,-70,-92,70
52,-58,0,54,-56,0,64,-46,0,41,-69,0,47,-63,0,25,-85,0,32,-78,0,47,-63,0,45,-65,0,28,-82,0,47,-63,0,45,-65,0,37,-73,0,30,-80,0,66,-44,0,57,-53,0,41,-69,0,35,-75,0,27,-83,0,100,-50,-92,100,-44,-92,100,-50,-92,100,-49,-92,81,-58,-92,34,-76,-71,44,-72,-76,70,-62,-92,81,-58,-92,37,-75,-70,73,-61,-92,76,-60,-92,76,-60,-92,37,-75,-70,100,-46,-92,100,-45,-92,94,-53,-92,63,-65,-92,55,-68,-92,70
54,-56,0,58,-52,0,63,-47,0,44,-66,0,42,-68,0,25,-85,0,32,-78,0,38,-72,0,45,-65,0,23,-87,0,44,-66,0,44,-66,0,33,-77,0,30,-80,0,66,-44,0,57,-53,0,40,-70,0,40,-70,0,17,-93,0,100,-48,-92,100,-43,-92,99,-51,-92,99,-51,-92,47,-71,-66,31,-77,-72,44,-72,-67,68,-63,-92,44,-72,-67,42,-73,-68,70,-62,-92,70,-62,-92,73,-61,-92,39,-74,-69,100,-46,-92,100,-46,-92,94,-53,-92,60,-66,-92,55,-68,-92,70
54,-56,0,49,-61,0,67,-43,0,41,-69,0,43,-67,0,25,-85,0,35,-75,0,47,-63,0,43,-67,0,33,-77,0,50,-60,0,51,-59,0,36,-74,0,35,-75,0,68,-42,0,56,-54,0,40,-70,0,37,-73,0,17,-93,0,96,-52,-92,100,-43,-92,89,-55,-92,100,-49,-92,81,-58,-92,31,-77,-72,47,-71,-66,68,-63,-92,83,-57,-92,50,-70,-92,65,-64,-92,65,-64,-92,70,-62,-92,24,-80,-75,99,-51,-92,100,-44,-92,91,-54,-92,60,-66,-92,78,-59,-92,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,-52,-92,100,-43,-92,100,-50,-92,100,-49,-92,55,-68,-92,34,-76,-71,47,-71,-66,70,-62,-92,52,-69,-92,42,-73,-77,65,-64,-92,73,-61,-92,70,-62,-92,39,-74,-69,99,-51,-92,100,-45,-92,91,-54,-92,60,-66,-92,86,-56,-92,70
50,-60,0,52,-58,0,63,-47,0,48,-62,0,47,-63,0,25,-85,0,35,-75,0,42,-68,0,48,-62,0,31,-79,0,44,-66,0,44,-66,0,34,-76,0,27,-83,0,70,-40,0,54,-56,0,36,-74,0,39,-71,0,17,-93,0,100,-48,-92,100,-43,-92,100,-50,-92,100,-50,-92,44,-72,-67,34,-76,-71,47,-71,-66,70,-62,-92,44,-72,-67,42,-73,-77,65,-64,-92,73,-61,-92,70,-62,-92,39,-74,-69,100,-45,-92,100,-45,-92,91,-54,-92,60,-66,-92,86,-56,-92,70
53,-57,0,46,-64,0,64,-46,0,44,-66,0,45,-65,0,25,-85,0,35,-75,0,47,-63,0,44,-66,0,34,-76,0,45,-65,0,42,-68,0,42,-68,0,34,-76,0,61,-49,0,58,-52,0,37,-73,0,35,-75,0,17,-93,0,96,-52,-92,100,-46,-92,100,-43,-92,100,-48,-92,55,-68,-92,31,-77,-72,37,-75,-70,76,-60,-92,70,-62,-92,50,-70,-92,73,-61,-92,63,-65,-92,63,-65,-92,34,-76,-71,94,-53,-92,100,-44,-92,94,-53,-92,52,-69,-92,50,-70,-92,70
55,-55,0,55,-55,0,65,-45,0,44,-66,0,42,-68,0,27,-83,0,35,-75,0,48,-62,0,42,-68,0,34,-76,0,47,-63,0,49,-61,0,42,-68,0,34,-76,0,61,-49,0,59,-51,0,38,-72,0,36,-74,0,17,-93,0,100,-49,-92,100,-43,-92,100,-45,-92,99,-51,-92,83,-57,-92,39,-74,-69,29,-78,-73,73,-61,-92,83,-57,-92,50,-70,-92,57,-67,-92,73,-61,-92,65,-64,-92,37,-75,-70,94,-53,-92,100,-44,-92,94,-53,-92,60,-66,-92,57,-67,-92,70
55,-55,0,55,-55,0,65,-45,0,43,-67,0,43,-67,0,27,-83,0,35,-75,0,50,-60,0,45,-65,0,34,-76,0,45,-65,0,49,-61,0,42,-68,0,34,-76,0,63,-47,0,48,-62,0,38,-72,0,36,-74,0,17,-93,0,99,-51,-92,100,-44,-92,100,-45,-92,31,-77,-72,50,-70,-92,42,-73,-68,39,-74,-78,68,-63,-92,50,-70,-92,39,-74,-69,65,-64,-92,63,-65,-92,63,-65,-92,29,-78,-82,100,-49,-92,100,-43,-92,96,-52,-92,57,-67,-92,76,-60,-92,70
54,-56,0,57,-53,0,60,-50,0,42,-68,0,45,-65,0,27,-83,0,35,-75,0,39,-71,0,45,-65,0,34,-76,0,36,-74,0,37,-73,0,37,-73,0,34,-76,0,65,-45,0,55,-55,0,48,-62,0,37,-73,0,17,-93,0,91,-54,-92,100,-45,-92,99,-51,-92,100,-42,-92,81,-58,-92,39,-74,-69,47,-71,-66,47,-71,-66,81,-58,-92,42,-73,-68,63,-65,-92,65,-64,-92,76,-60,-92,50,-70,-92,100,-46,-92,100,-46,-92,89,-55,-92,50,-70,-92,68,-63,-92,70
53,-57,0,50,-60,0,64,-46,0,39,-71,0,42,-68,0,30,-80,0,37,-73,0,48,-62,0,43,-67,0,38,-72,0,49,-61,0,47,-63,0,37,-73,0,34,-76,0,55,-55,0,47,-63,0,42,-68,0,35,-75,0,30,-80,0,94,-53,-92,100,-45,-92,100,-42,-92,100,-42,-92,42,-73,-68,34,-76,-71,39,-74,-69,70,-62,-92,42,-73,-68,42,-73,-68,70,-62,-92,73,-61,-92,68,-63,-92,39,-74,-69,100,-47,-92,100,-45,-92,89,-55,-92,55,-68,-92,76,-60,-92,70
47,-63,0,59,-51,0,62,-48,0,60,-50,0,44,-66,0,30,-80,0,38,-72,0,48,-62,0,46,-64,0,38,-72,0,51,-59,0,49,-61,0,38,-72,0,37,-73,0,69,-41,0,47,-63,0,42,-68,0,36,-74,0,27,-83,0,91,-54,-92,100,-46,-92,100,-41,-92,100,-44,-92,63,-65,-92,34,-76,-71,39,-74,-78,57,-67,-92,63,-65,-92,34,-76,-80,81,-58,-92,81,-58,-92,60,-66,-92,37,-75,-70,100,-46,-92,100,-46,-92,83,-57,-92,60,-66,-92,76,-60,-92,70
60,-50,0,54,-56,0,60,-50,0,57,-53,0,50,-60,0,30,-80,0,38,-72,0,45,-65,0,50,-60,0,38,-72,0,38,-72,0,47,-63,0,38,-72,0,37,-73,0,64,-46,0,51,-59,0,49,-61,0,39,-71,0,27,-83,0,100,-46,-92,99,-51,-92,100,-48,-92,100,-43,-92,57,-67,-92,31,-77,-72,39,-74,-69,86,-56,-92,44,-72,-67,37,-75,-70,89,-55,-92,86,-56,-92,70,-62,-92,37,-75,-70,100,-50,-92,100,-42,-92,68,-63,-92,70,-62,-92,78,-59,-92,70
56,-54,0,55,-55,0,61,-49,0,59,-51,0,48,-62,0,30,-80,0,21,-89,0,49,-61,0,48,-62,0,38,-72,0,48,-62,0,46,-64,0,38,-72,0,19,-91,0,68,-42,0,45,-65,0,51,-59,0,41,-69,0,27,-83,0,100,-49,-92,91,-54,-92,86,-56,-92,100,-43,-92,57,-67,-92,34,-76,-71,39,-74,-69,86,-56,-92,60,-66,-92,37,-75,-70,91,-54,-92,91,-54,-92,68,-63,-92,44,-72,-67,94,-53,-92,100,-49,-92,65,-64,-92,73,-61,-92,81,-58,-92,70
55,-55,0,55,-55,0,59,-51,0,59,-51,0,43,-67,0,30,-80,0,33,-77,0,49,-61,0,45,-65,0,38,-72,0,42,-68,0,40,-70,0,38,-72,0,19,-91,0,70,-40,0,49,-61,0,38,-72,0,39,-71,0,40,-70,0,100,-49,-92,91,-54,-92,100,-49,-92,100,-44,-92,63,-65,-92,26,-79,-74,44,-72,-67,78,-59,-92,65,-64,-92,44,-72,-67,89,-55,-92,78,-59,-92,70,-62,-92,47,-71,-66,100,-45,-92,100,-44,-92,68,-63,-92,70,-62,-92,83,-57,-92,70
54,-56,0,57,-53,0,61,-49,0,56,-54,0,42,-68,0,30,-80,0,33,-77,0,49,-61,0,43,-67,0,38,-72,0,49,-61,0,48,-62,0,34,-76,0,19,-91,0,65,-45,0,49,-61,0,49,-61,0,39,-71,0,40,-70,0,100,-48,-92,100,-49,-92,100,-45,-92,100,-44,-92,52,-69,-92,47,-71,-66,37,-75,-70,81,-58,-92,55,-68,-92,44,-72,-67,81,-58,-92,81,-58,-92,68,-63,-92,44,-72,-67,99,-51,-92,100,-42,-92,78,-59,-92,26,-79,-74,78,-59,-92,70
53,-57,0,49,-61,0,62,-48,0,58,-52,0,44,-66,0,22,-88,0,35,-75,0,41,-69,0,46,-64,0,32,-78,0,46,-64,0,48,-62,0,31,-79,0,35,-75,0,69,-41,0,55,-55,0,39,-71,0,33,-77,0,40,-70,0,78,-59,-92,96,-52,-92,100,-48,-92,100,-42,-92,81,-58,-92,47,-71,-66,44,-72,-67,89,-55,-92,76,-60,-92,44,-72,-67,89,-55,-92,91,-54,-92,63,-65,-92,42,-73,-68,100,-39,-92,100,-43,-92,65,-64,-92,65,-64,-92,83,-57,-92,71
46,-64,0,60,-50,0,57,-53,0,61,-49,0,49,-61,0,22,-88,0,35,-75,0,47,-63,0,49,-61,0,32,-78,0,49,-61,0,47,-63,0,31,-79,0,35,-75,0,70,-40,0,58,-52,0,41,-69,0,33,-77,0,34,-76,0,65,-64,-92,100,-48,-92,100,-47,-92,100,-43,-92,83,-57,-92,50,-70,-92,50,-70,-92,78,-59,-92,83,-57,-92,42,-73,-68,78,-59,-92,78,-59,-92,63,-65,-92,47,-71,-66,100,-39,-92,100,-40,-92,96,-52,-92,44,-72,-67,68,-63,-92,71
54,-56,0,53,-57,0,55,-55,0,61,-49,0,46,-64,0,22,-88,0,35,-75,0,47,-63,0,49,-61,0,32,-78,0,46,-64,0,46,-64,0,31,-79,0,31,-79,0,70,-40,0,51,-59,0,47,-63,0,33,-77,0,36,-74,0,86,-56,-92,89,-55,-92,100,-43,-92,100,-45,-92,78,-59,-92,47,-71,-66,31,-77,-72,78,-59,-92,78,-59,-92,52,-69,-92,78,-59,-92,81,-58,-92,47,-71,-66,29,-78,-73,100,-40,-92,100,-41,-92,89,-55,-92,50,-70,-92,70,-62,-92,71
